	score
PMVK	-3.9559069
CCS	-3.956599
TMED4	-3.9568958
PGRMC1	-3.9573147
CRYL1	-3.9576683
NIPA1	-3.957986
FBXO8	-3.9584599
POLR1E	-3.958688
NRG4	-3.959358
RBM7	-3.959797
ORMDL1	-3.9598567
DCPS	-3.9603236
GPC1	-3.960427
TMEM199	-3.9604273
ARHGDIG	-3.9606438
FAM160A1	-3.9606836
ZNF627	-3.9607468
PIGW	-3.9609249
B9D2	-3.9609764
YRDC	-3.9610927
ZNF286A	-3.961108
MICALL1	-3.9612887
COIL	-3.9614322
CDKN2AIP	-3.9614651
RPL17	-3.961628
SLC7A6	-3.9617338
ZC3H11A	-3.961758
FKTN	-3.9618218
ALPK1	-3.9618485
MECR	-3.9621785
PIGC	-3.9624596
FAAP20	-3.9625711
CLUAP1	-3.962623
KRI1	-3.9631596
GNPTG	-3.9636242
TMEM186	-3.9642055
GGPS1	-3.9646065
ACP2	-3.965577
CEP83	-3.9656909
PPP2R2D	-3.965947
WDR83OS	-3.9659965
HYPK	-3.9661942
DGKG	-3.9663696
HMGN5	-3.9670117
MARCKS	-3.967554
CACNG5	-3.9677715
SCAMP1	-3.968113
NAPRT	-3.9683335
MYOC	-3.9684658
KIRREL1	-3.968872
KCNJ1	-3.9696114
CHRM4	-3.9698162
IRX2	-3.970793
PMF1	-3.971287
PRLHR	-3.9716396
RAB21	-3.9721859
HBQ1	-3.9723012
UBA5	-3.9727814
MATN1	-3.9728239
ZFYVE28	-3.9731376
RBM45	-3.9734604
EPHA6	-3.973471
POP7	-3.9740813
SMN1	-3.974109
TWF2	-3.9741516
EMC10	-3.9742746
RPP25	-3.974736
NME4	-3.9750712
ATL1	-3.9756486
OPRD1	-3.9757328
RGS14	-3.9757545
ACOX3	-3.975908
SNTA1	-3.9765644
UBIAD1	-3.9769528
ICE1	-3.9769895
MYF6	-3.9773865
PLPP1	-3.9776757
RAB3A	-3.9776833
GSK3A	-3.977826
PLK3	-3.9779308
NPHP1	-3.9779408
GABARAPL2	-3.9782035
ARHGAP26	-3.9786727
INPP5E	-3.9786885
RABGGTB	-3.9798577
TMA7	-3.980108
ZNF696	-3.9803238
HARS2	-3.9805381
ZNF585A	-3.9810143
PLA2G12A	-3.9811556
ZNF404	-3.9827855
MIEN1	-3.9830964
ZMAT3	-3.9833977
ADIPOR1	-3.9838078
TRAFD1	-3.9842052
CCDC80	-3.9844215
IFNAR2	-3.9847462
ZNF223	-3.9857323
DTNBP1	-3.9857352
TMEM176A	-3.986098
CLEC6A	-3.9861088
SEH1L	-3.9861412
MZT1	-3.9862096
THEM4	-3.9866154
IL22	-3.9866323
SNAP47	-3.987485
NICN1	-3.9875233
AMMECR1	-3.9877443
MRPL48	-3.9880302
UTP23	-3.988224
NCAPH2	-3.9884598
MAP2K7	-3.9888294
CKS2	-3.9889839
RAB18	-3.9889886
RRH	-3.9899788
TK2	-3.990083
NDUFS8	-3.9906683
RABGGTA	-3.9918861
WRNIP1	-3.9921606
WDR61	-3.9922333
G6PC3	-3.9922447
CIAO2B	-3.9926045
KMT5B	-3.9927855
GRN	-3.9931152
GADD45A	-3.9933374
PPIL2	-3.9933808
ACOT4	-3.9934149
BLOC1S2	-3.993452
ACTR8	-3.99423
MACROD2	-3.9944875
TOMM5	-3.9953597
TRAPPC11	-3.995978
COPE	-3.9960194
COQ10B	-3.9960263
ZNF287	-3.9960716
SECTM1	-3.9964714
ZFP69B	-3.996852
QRSL1	-3.997018
ATG12	-3.9975536
NANS	-3.997667
METTL9	-3.997771
IL17RA	-3.9993923
ATG2A	-3.999913
MVB12B	-3.9999754
PRPF18	-3.9999897
NEU3	-4.0002136
SDHAF1	-4.0003486
SMPD2	-4.0005856
CDK8	-4.000716
WSB2	-4.0015507
CYB5R4	-4.00166
USP46	-4.002159
UBE2G2	-4.0025387
SNRPE	-4.003419
CPT2	-4.0034623
DNAJC11	-4.00347
DUSP18	-4.003622
COX7C	-4.0036316
SPRED3	-4.003941
USP14	-4.004018
MTX2	-4.004523
KCNV1	-4.005013
HARBI1	-4.005423
RRP15	-4.005432
ZFC3H1	-4.00563
PRICKLE3	-4.005648
CGAS	-4.005885
FAM171A2	-4.006141
CEP131	-4.0063186
UBL5	-4.006586
CCDC93	-4.006751
ARMC8	-4.0072765
PSPH	-4.00728
ECD	-4.007939
CHCHD5	-4.00794
MT-CO1	-4.007981
GAPDH	-4.008114
BCAP29	-4.0084724
SLC25A26	-4.009701
DPM3	-4.0101743
COMMD9	-4.01071
C9orf72	-4.01087
DCAF15	-4.011442
UFC1	-4.01147
TRAPPC6B	-4.011513
FBLIM1	-4.0116043
SOCS4	-4.0122952
KXD1	-4.0123067
GSTT2B	-4.012333
CDC34	-4.0127263
MOGAT3	-4.0133505
TTC5	-4.0140777
ZNF484	-4.015021
PBDC1	-4.0153875
HBE1	-4.016611
ZCRB1	-4.016784
COL6A5	-4.0168085
UNC119	-4.016965
YTHDC2	-4.0171285
PLAAT3	-4.0173893
MRPL2	-4.0174375
PDE12	-4.0177727
NBAS	-4.0179334
DNAJC9	-4.01796
TRIM45	-4.019276
PUF60	-4.019509
SUDS3	-4.020147
CDKN2C	-4.0209255
PAIP2	-4.0209675
DYNLRB1	-4.021185
UCP3	-4.0215473
RMND5B	-4.0220156
CAPN5	-4.0224376
CHCHD1	-4.022683
PSMC4	-4.0228863
KBTBD6	-4.0232244
SLC22A12	-4.0234528
AMTN	-4.0237923
FBXO44	-4.0243435
CCR8	-4.0247054
DECR1	-4.0254035
EIF2B2	-4.0255957
TMEM70	-4.02593
EXOC3L1	-4.0263667
EPS8	-4.0268545
PAAF1	-4.0272174
COG8	-4.028027
MCMBP	-4.028559
ASIC3	-4.029408
IFT140	-4.0301495
COG2	-4.0308867
ZNF772	-4.0309825
DAPK3	-4.031097
RBM15B	-4.0312552
ZNF571	-4.0318646
PCYT2	-4.032103
MRPL43	-4.033176
CCDC115	-4.0337696
ZNF69	-4.034375
ZNF114	-4.035168
TADA1	-4.0358596
NANOS1	-4.0359006
CLHC1	-4.035999
ADAMTSL2	-4.036476
FAM91A1	-4.037395
PCID2	-4.037472
ZNFX1	-4.037668
SLC6A1	-4.038528
IFT20	-4.038851
GBA	-4.03914
DCAF4	-4.0393634
CNNM3	-4.0404487
MTERF4	-4.0404797
MLYCD	-4.040584
USP45	-4.040673
PSMF1	-4.041393
ZNF10	-4.042653
ZNF91	-4.042951
FAM114A2	-4.0434175
RDH14	-4.0446258
BABAM1	-4.0448895
ASCC2	-4.0450306
KRT84	-4.0453453
COX16	-4.045355
NDUFAB1	-4.0454407
EOGT	-4.045961
WBP1	-4.046112
C3orf38	-4.046484
RNF11	-4.046768
RFNG	-4.0469055
SH2B1	-4.048363
FKBP6	-4.049109
TBCC	-4.049171
BTN1A1	-4.049283
COL11A2	-4.050614
TUBA3D	-4.051272
NAA38	-4.051314
DCP1B	-4.051388
RSL24D1	-4.051519
PRPS1	-4.0519333
NENF	-4.052654
DNAJC15	-4.052753
GHDC	-4.0531216
RSU1	-4.0532937
NOP10	-4.053784
WNT10A	-4.054487
SNX4	-4.055368
TAX1BP3	-4.0558047
NIT2	-4.0558486
SPPL2A	-4.056132
CBFB	-4.05685
PDZD7	-4.056931
GML	-4.057115
INO80C	-4.0571346
MRPL53	-4.0571847
ATP6V1H	-4.0577106
AP4S1	-4.0577316
GADD45GIP1	-4.057805
MSRB2	-4.0582986
EIF2D	-4.0583158
RHNO1	-4.0587544
NECTIN4	-4.059088
TOR2A	-4.0592856
ARHGAP19	-4.0594463
DNAJC24	-4.0595126
ATOH1	-4.059997
AIFM2	-4.0604415
ENAM	-4.060659
DOLK	-4.0607185
C1GALT1C1	-4.060837
GET4	-4.0608897
RHOH	-4.0613
BBC3	-4.061481
GDF2	-4.0617275
ZNF768	-4.0623527
TBC1D16	-4.063411
CYP51A1	-4.0636525
YEATS4	-4.0640426
MOSMO	-4.064067
MRPL15	-4.0642295
RBM8A	-4.064492
ZNF235	-4.0646586
GCHFR	-4.064685
YIPF2	-4.0649605
WDR45	-4.0655165
VKORC1	-4.065699
TUBA3C	-4.065829
PSEN2	-4.0660195
NABP2	-4.0661616
COX8A	-4.0665793
HOXA4	-4.067159
RNF14	-4.0671916
FYB1	-4.0677567
BMI1	-4.067947
PI4K2B	-4.0682836
HSD11B1L	-4.068542
DNAI2	-4.069402
FBXL15	-4.0696516
RWDD3	-4.0701284
NSMCE4A	-4.0701523
CDK16	-4.0703297
ARL13B	-4.0709167
RFXAP	-4.07093
NAGLU	-4.0715613
SLC22A13	-4.0722337
ZNF41	-4.0722375
S100A13	-4.072798
COMMD8	-4.073016
AMACR	-4.073671
DNAAF1	-4.0737987
SRM	-4.074349
THAP7	-4.074405
ZMAT2	-4.0749965
NAGPA	-4.0751104
PAIP1	-4.0752273
CACNG1	-4.0754824
NDUFB4	-4.076228
ADO	-4.07645
NUMBL	-4.0770907
GSDME	-4.0773845
SWSAP1	-4.077734
RNF114	-4.0777817
APC2	-4.0778866
P2RX4	-4.077996
TGIF2	-4.078315
CREBRF	-4.0799084
MTIF3	-4.0810537
PSMD11	-4.0812345
ME3	-4.081382
S1PR5	-4.0815005
CIB1	-4.081545
CDK11B	-4.0817475
KDM1B	-4.0817685
TBC1D10B	-4.081857
COMMD4	-4.0820727
NAA60	-4.0820837
NCR3LG1	-4.082174
DNAJA3	-4.0827622
TBPL2	-4.0828414
PEX19	-4.083442
TIMM23	-4.083486
DPH7	-4.0844684
CLCA2	-4.085095
DNAJC19	-4.0851536
CASP3	-4.085335
AKT1S1	-4.085835
RAB3IL1	-4.086183
ZNF621	-4.0862494
NEIL1	-4.0867496
UQCC2	-4.087044
GNPDA2	-4.0881877
PPOX	-4.088363
PVR	-4.0884366
MRPL27	-4.0886884
NCLN	-4.0889153
EIF4E2	-4.0893216
NUDT14	-4.0904503
CYP2U1	-4.091065
EMC2	-4.0911274
ATP6V1E2	-4.091132
RILP	-4.0914645
MMP7	-4.0917816
MRPL21	-4.093201
CEBPG	-4.0932612
EBAG9	-4.093796
RIOK3	-4.093906
FUCA1	-4.094082
NECTIN2	-4.0943165
MMADHC	-4.0949407
STOML2	-4.095186
TIRAP	-4.095307
GLRA1	-4.0958
NIPAL4	-4.0959473
ASPSCR1	-4.096414
MRPL54	-4.0964236
NPM3	-4.0970054
RAB32	-4.097029
LYAR	-4.097033
USE1	-4.097567
TIMM44	-4.099872
PTGES	-4.099983
SCLY	-4.1015863
RIPK2	-4.101621
ABT1	-4.101872
WDR36	-4.102074
SCN9A	-4.102175
LRRC47	-4.102694
DCTPP1	-4.103285
RTP4	-4.103617
NPRL3	-4.1036835
VPS29	-4.103758
GK5	-4.10385
POLR3E	-4.104057
DIMT1	-4.1044917
BATF3	-4.104831
ZNF830	-4.1053524
OXCT2	-4.1059875
NHLRC3	-4.1073203
DHX37	-4.1082597
ZNF550	-4.1082892
CXCL1	-4.108601
BCL2L10	-4.1086044
TBC1D10A	-4.1090536
HYAL3	-4.1094637
AASDH	-4.109775
PKD1L3	-4.10978
H2BC18	-4.109851
TNFRSF25	-4.1110883
PPP1R11	-4.1113534
CIDEC	-4.1114717
SHF	-4.111585
RRP36	-4.1116138
ASB2	-4.1120763
PELI3	-4.112266
HCAR2	-4.1125326
CKM	-4.1131425
HSPB11	-4.113484
PRKRIP1	-4.11426
NBL1	-4.1147404
CYP2D6	-4.114898
ITPKB	-4.115133
ASB3	-4.1154037
ARL1	-4.1160603
CSPG5	-4.116842
IVD	-4.117142
MTERF3	-4.117495
LCE1C	-4.117832
UAP1L1	-4.1186137
SLC25A14	-4.11869
SEMA6C	-4.119595
ZNF394	-4.1197944
SIPA1L2	-4.120145
ZNF433	-4.120565
SAP30L	-4.12109
SLC22A5	-4.121444
DCTN3	-4.121472
ACSF3	-4.123707
KIZ	-4.124186
WDR83	-4.1241913
CALCOCO2	-4.12443
SNAP29	-4.1251903
NFU1	-4.1253066
RIPOR2	-4.1256237
U2AF1	-4.1264043
RNPC3	-4.126534
LSM14B	-4.1269193
NUP62CL	-4.1273427
GAR1	-4.1275167
DPM1	-4.127651
SLITRK6	-4.127786
SEC11C	-4.1278872
RPE	-4.128123
UVSSA	-4.1289477
DRD4	-4.1291623
ZMAT5	-4.1293507
GLE1	-4.130051
ANGEL2	-4.1305413
BMT2	-4.131609
CCDC12	-4.1319804
SNX33	-4.132132
HSPA1L	-4.132479
TIMM17B	-4.1330276
RFFL	-4.133259
IL9R	-4.1335845
ZNF200	-4.1345162
NHEJ1	-4.134728
C1orf162	-4.134788
GBGT1	-4.134865
CRADD	-4.1353
PRDM14	-4.1353126
ARFGAP1	-4.1362233
COX10	-4.136699
ZNF282	-4.13714
METTL21A	-4.1373143
RABIF	-4.1377397
LYPD6	-4.1378684
CASP7	-4.138019
BRD9	-4.138674
AP3S2	-4.1392837
PMM1	-4.1399584
MCCC2	-4.1404314
RIC1	-4.1405454
TAMM41	-4.141192
WDR91	-4.141842
PRDX5	-4.1419554
SLC35E3	-4.1421337
STX7	-4.1422396
OTC	-4.142733
CBY1	-4.142751
ENOPH1	-4.142877
RSC1A1	-4.1431775
TTC7B	-4.1449046
VPS54	-4.1451902
TRIT1	-4.1453643
S100A6	-4.1455884
ARTN	-4.1460476
MAT2B	-4.1463675
TP53INP2	-4.1466546
MTRF1L	-4.146811
CAPNS2	-4.1470494
PEX10	-4.147956
POLR3D	-4.1480017
GRPEL2	-4.1480966
SCNN1G	-4.148306
NOSIP	-4.1486993
SDAD1	-4.1488156
SLX1B	-4.1489778
PDE4C	-4.1490936
ZNF419	-4.1497993
ZNF205	-4.149856
SLC32A1	-4.150887
MRPS36	-4.1511273
NIP7	-4.1512356
GPATCH1	-4.1517124
GPN2	-4.1518006
SEC13	-4.151916
RPL21	-4.152067
NME6	-4.1523204
STRC	-4.152516
ZNF19	-4.1525364
NECAB3	-4.1528296
GHRL	-4.153484
ZDHHC21	-4.1536307
FRAT2	-4.1539474
UCN	-4.154064
MAPRE3	-4.1542163
CDK5R2	-4.155051
DOLPP1	-4.155354
SAMD8	-4.15542
ALDH1A1	-4.156047
GPN3	-4.156281
SGTA	-4.156738
DPH2	-4.1568303
VAMP4	-4.1569943
ORAI2	-4.1570954
ZNF132	-4.157124
SPCS2	-4.157182
WHRN	-4.157991
DUS1L	-4.1581426
FKBP2	-4.1581645
PGK2	-4.1581798
SLC12A8	-4.1586456
NOC4L	-4.1589966
MCUR1	-4.1590133
ACE2	-4.159441
NME7	-4.1596484
MZT2A	-4.160132
ZNF600	-4.1605377
RNF146	-4.160933
PSTPIP2	-4.161024
SRP19	-4.161877
GDF11	-4.1618905
RAVER1	-4.162756
PCTP	-4.164967
NAA35	-4.166107
CHCHD7	-4.1664395
KIAA2013	-4.1669745
GPR132	-4.167173
TBC1D17	-4.1673665
DNTTIP1	-4.1684036
PLRG1	-4.1688504
SEPTIN5	-4.1689677
SMYD5	-4.1696506
HSD17B10	-4.170125
B4GALT4	-4.1703963
TAS2R5	-4.171471
APOO	-4.1716247
ELOVL7	-4.1718497
POGLUT1	-4.1719875
BOLA1	-4.172167
NSF	-4.1724796
UBE2W	-4.173048
PEX7	-4.1732764
PINX1	-4.1741447
CABLES2	-4.1746716
AMY2A	-4.174686
GPANK1	-4.1748867
ADAMTS20	-4.174895
TMEM258	-4.1752415
POLR3K	-4.1753464
NUB1	-4.175936
PAX6	-4.17617
LPAR5	-4.1764526
FAM98A	-4.1771584
FUCA2	-4.177577
CDKN2AIPNL	-4.1778035
COL21A1	-4.1784873
NDUFA8	-4.179568
TIPIN	-4.1797423
PARP3	-4.1797557
COX6C	-4.180048
GEMIN8	-4.180906
ZNF841	-4.180923
H6PD	-4.181232
SRI	-4.181338
SUCLG1	-4.181381
LGMN	-4.1819224
EIF1B	-4.1819243
UTP4	-4.182089
INPP4A	-4.182469
YIPF6	-4.1833463
PDCD1	-4.1852407
IDH3B	-4.185469
SPRY3	-4.1857486
POLR1G	-4.185983
GID8	-4.1862507
PHACTR1	-4.1864743
LAGE3	-4.1867785
KCNG2	-4.1869216
ZNF490	-4.1878753
CHRNG	-4.1880727
KCTD19	-4.1881566
MMAA	-4.188518
UFSP2	-4.188747
RABL2A	-4.188849
VPS28	-4.189197
HOXA6	-4.189495
ST20-MTHFS	-4.189733
CLN6	-4.189921
COX11	-4.190092
NXT1	-4.19015
BEX3	-4.190924
CDC42EP4	-4.191355
COQ10A	-4.1915975
CTRL	-4.192711
CSNK2B	-4.192763
MAGEA3	-4.1935782
PROKR2	-4.194366
ZNF823	-4.1947217
MRPS35	-4.1951833
AK8	-4.195213
TMIGD3	-4.19656
SF3B5	-4.1966295
LAG3	-4.1969013
PPIL6	-4.196968
GUCA1A	-4.197199
MXRA8	-4.1972537
CHST5	-4.1973133
SAV1	-4.198122
C19orf25	-4.198957
SEM1	-4.1993814
HECTD2	-4.1995406
DFFB	-4.2002063
ONECUT3	-4.20062
IL34	-4.201119
RIN2	-4.201864
MVD	-4.202041
CCDC174	-4.202312
JOSD2	-4.2023845
UBE2M	-4.2026396
PTRH2	-4.2029243
APOA2	-4.2031517
BBS5	-4.2033424
AMY2B	-4.2041707
NADK2	-4.204672
NUDT19	-4.204943
ARSJ	-4.20512
TBC1D10C	-4.205836
HIPK4	-4.205955
SIRT3	-4.2066627
DEPDC5	-4.207516
PPCDC	-4.207746
MRPL50	-4.208503
ZNF467	-4.2087955
UBL7	-4.2092743
ATAD3A	-4.2099385
TCEAL4	-4.210989
MIOS	-4.21141
TIPRL	-4.211415
TXLNG	-4.212073
ZPR1	-4.212131
PSMA3	-4.212131
HSPA14	-4.2127185
ZNHIT3	-4.21314
LMF2	-4.213225
VPS16	-4.2133155
CPT1B	-4.2134
SPCS3	-4.2135277
TMED1	-4.2143645
RNF25	-4.2148128
MEPCE	-4.2151184
ZNF43	-4.2161984
NAGA	-4.2164593
FGFBP1	-4.2167516
CAPN10	-4.2168713
MPND	-4.217075
ZNF485	-4.217192
NPL	-4.21746
NUP54	-4.2182183
NAPG	-4.2185144
CXCL16	-4.218624
GPR89A	-4.218635
GLA	-4.2190742
RTN4IP1	-4.219373
ARPC4	-4.2194586
TYW3	-4.2198853
CHST15	-4.220024
BOLA2	-4.2203064
ALG12	-4.221894
PDLIM4	-4.221911
P2RY11	-4.222124
GEMIN6	-4.2222114
SDF2	-4.2226715
CENPU	-4.222698
GRIN3B	-4.2228184
POLR1C	-4.2230163
USP42	-4.223415
IQSEC2	-4.2235475
CLDN12	-4.223567
USP30	-4.2239375
CAST	-4.2239914
COQ7	-4.22438
PDC	-4.225474
NDUFB6	-4.2260404
TXNDC5	-4.2263064
CFDP1	-4.2266316
PWP2	-4.226755
RALB	-4.22778
AGPAT2	-4.2283754
EMC4	-4.2284293
PCP2	-4.2290225
HPDL	-4.229035
SYN1	-4.2290406
PRR12	-4.2292747
CDK20	-4.2294044
INHA	-4.2300415
COL19A1	-4.2301025
TRNAU1AP	-4.230525
BFAR	-4.2308593
FUZ	-4.230919
NDOR1	-4.231001
NPR3	-4.2313
KCNJ11	-4.2330604
SIL1	-4.233193
WNT9A	-4.2332177
TTC27	-4.23355
ADAT2	-4.2336936
NMI	-4.234033
NLRC3	-4.2348037
MIGA2	-4.234961
NGDN	-4.2351866
DOHH	-4.2365336
UXT	-4.236552
ETFB	-4.236727
TUBG2	-4.236752
MUL1	-4.2387257
MRPL34	-4.2399726
SNAPC2	-4.239979
WNT8B	-4.2411957
MIGA1	-4.241819
LCE1B	-4.2419343
RPAP3	-4.2422175
ITPKA	-4.243014
NTHL1	-4.2434034
ZNF432	-4.244142
SNRNP35	-4.244342
GTF2IRD2	-4.2453723
CTSL	-4.245691
ARL3	-4.245775
H2AX	-4.247241
PRPS2	-4.2475085
POMGNT2	-4.2491126
MTCL1	-4.2491918
PSMB10	-4.2495003
BLOC1S5	-4.250147
GTPBP3	-4.250175
SNAPC5	-4.2504616
PNPLA2	-4.250717
NUP58	-4.2517986
BRI3	-4.251987
STRADB	-4.252465
OMA1	-4.2529655
COQ4	-4.254795
FEZ2	-4.2548776
PGGT1B	-4.2551265
DNAL1	-4.255757
SGO2	-4.2558637
UBE2Q2	-4.2558675
ZBTB8OS	-4.2559304
AGGF1	-4.256733
TCAP	-4.2568774
TFAM	-4.257218
ZNF79	-4.257944
MEGF8	-4.2583375
CHST14	-4.2583966
MPV17	-4.2586265
TYSND1	-4.2592735
IFT43	-4.2601933
RAB26	-4.2603087
SYCP3	-4.2603397
ZNF354B	-4.260635
RTCA	-4.2608953
WDR55	-4.260952
DYNLT3	-4.261131
RRP9	-4.261132
RAB20	-4.261147
POLRMT	-4.261532
RASL10A	-4.2619114
TIMM22	-4.261993
TAC3	-4.262075
ATP6V0C	-4.262152
UGT1A1	-4.262569
TBPL1	-4.2632623
INPP4B	-4.2634416
IGLL1	-4.2638054
NFS1	-4.2643075
GID4	-4.264383
GALNTL5	-4.2645125
TDP2	-4.264725
EME2	-4.265201
CMTM6	-4.265331
LARP4	-4.265421
UBXN6	-4.2658095
KCNJ18	-4.2661505
LYPD4	-4.2665143
PF4V1	-4.266826
RAP2A	-4.267407
MRPL58	-4.2677517
EPOR	-4.2682686
NDUFS4	-4.2685447
HEPH	-4.2686424
MRPL18	-4.2687926
ADAM2	-4.269196
RPUSD4	-4.269605
APOBEC1	-4.269877
UGT1A8	-4.2700706
NPB	-4.2706075
DNAJB14	-4.2707763
MRPS18C	-4.2720695
PARP2	-4.272108
RRAGC	-4.27252
RINL	-4.2740974
SST	-4.2741218
DNAJB11	-4.2742743
KCNG4	-4.27439
PPP1R3E	-4.2744956
CCDC97	-4.2747626
KRT72	-4.2749095
PAK1IP1	-4.2749386
SEC61G	-4.2755504
FDX1	-4.2763085
MT-CO2	-4.276814
RMND5A	-4.277429
POU5F1B	-4.278105
CATSPER3	-4.2786613
ZNF709	-4.2796082
C17orf49	-4.280131
MR1	-4.2809005
NDUFB8	-4.280936
GPR161	-4.281026
IL17D	-4.2810264
DENND6B	-4.2811446
LCORL	-4.281374
INTS9	-4.281876
PDE6D	-4.2822204
AKTIP	-4.28227
DHDDS	-4.282334
BAD	-4.282458
GCNT7	-4.2827945
LBX1	-4.2833896
GARNL3	-4.283568
PLEKHG4B	-4.2839146
DCTD	-4.2841964
ATOH7	-4.284617
KMT5A	-4.2847557
ATP6V1D	-4.2848544
PEX11B	-4.284866
YIF1A	-4.285254
ZNF700	-4.2856803
GALNT4	-4.2858944
PEF1	-4.2861176
RCE1	-4.2862496
ZSWIM8	-4.2862864
NAIF1	-4.2863483
SGK3	-4.2866526
SH3BP2	-4.287599
LSM6	-4.287601
YIPF1	-4.287701
ZNF18	-4.2881966
HBZ	-4.288677
GTPBP10	-4.2889066
HAUS2	-4.2890196
PPEF1	-4.289475
ADAMTS9	-4.2897205
IDH3G	-4.290203
CPT1C	-4.2911096
CETN3	-4.2912865
PHF11	-4.2913785
TSEN15	-4.2914715
MIB2	-4.292132
DGKQ	-4.295176
PRKAB1	-4.296187
SNUPN	-4.2965198
KCNH6	-4.2965665
CITED1	-4.29664
ASB11	-4.297094
NFKBIB	-4.2977757
CD320	-4.2982373
PIGY	-4.2989306
CHAD	-4.2997265
ACOT1	-4.300337
LSM8	-4.3003693
YIPF3	-4.3008137
IL11	-4.3012385
ZNF316	-4.3015194
AVP	-4.3019385
LHFPL5	-4.302134
SLC35B4	-4.302503
RASSF6	-4.3025413
APRT	-4.30294
CD177	-4.3031316
MAPK11	-4.3038387
GSS	-4.3044853
SYCE2	-4.3050485
INPP5A	-4.30583
MCM9	-4.305893
GLRX5	-4.306288
JOSD1	-4.3070617
FNTB	-4.3071113
STX17	-4.307858
ZNF57	-4.30865
ZNF613	-4.3089395
NAPB	-4.309101
GMEB2	-4.309975
FIS1	-4.3111196
ZNF480	-4.311439
MRPL33	-4.3119636
DDX47	-4.3124213
ECH1	-4.312675
BCL2L2	-4.312858
NFYB	-4.3129497
GCC1	-4.313255
ZNF268	-4.313389
KANSL2	-4.3137717
SNAPIN	-4.3142257
PPIP5K1	-4.314522
ZNF138	-4.315577
KTI12	-4.315836
LIPT1	-4.315841
ISYNA1	-4.316342
PPP1R18	-4.3164535
CLRN1	-4.316772
ACAP1	-4.3176827
CALY	-4.31778
DDRGK1	-4.317802
USP24	-4.317968
TUBGCP4	-4.318218
SLC44A3	-4.31844
CDK5RAP3	-4.318449
RAB40B	-4.319484
STX18	-4.3195767
SAP30BP	-4.319727
REEP6	-4.319747
ZFP30	-4.320112
DAZL	-4.3201156
GNPDA1	-4.320524
PMEL	-4.322414
S100A10	-4.3232265
GPR160	-4.3236823
NDUFB2	-4.324245
TDRD7	-4.324366
ABTB1	-4.324459
CMC2	-4.325529
GIPR	-4.325996
HTR7	-4.3263445
BNIP2	-4.3266788
NEURL1	-4.326902
LTB	-4.3271594
MBOAT1	-4.3271594
CYB5R1	-4.3290124
SCCPDH	-4.3290586
DNAJC13	-4.3297954
CD52	-4.3300896
POMK	-4.330624
MRPL55	-4.3311915
ARHGAP33	-4.3321795
TRAPPC1	-4.3326325
CDH15	-4.3333535
ZDHHC7	-4.3343253
RHPN1	-4.334353
DPCD	-4.3344617
INMT	-4.3348145
NDST4	-4.335011
DAND5	-4.33513
TMEM107	-4.335207
CPSF4	-4.335539
AMN	-4.3361297
GFER	-4.336531
CTNS	-4.336761
IL21R	-4.336844
TFAP2E	-4.3375983
UBE2F	-4.33771
FBXL8	-4.3380923
GATC	-4.338408
ADORA2B	-4.338783
NARS2	-4.3389916
UBE2J2	-4.3393064
GDF9	-4.339779
ATG16L2	-4.3401256
RAB40C	-4.3402
MED6	-4.340744
STAC3	-4.3420873
STING1	-4.3432508
DMC1	-4.345238
NUP35	-4.3454924
UQCR10	-4.346222
AKR1C4	-4.346429
TREX1	-4.3467965
ATF5	-4.347239
DDX51	-4.347824
COPRS	-4.3478436
ANKRA2	-4.3481655
ALKBH4	-4.348229
BANF2	-4.3486805
F13B	-4.3490367
EXOSC6	-4.349117
ZNF250	-4.3494406
CWF19L2	-4.349568
MANF	-4.3499455
RRM2B	-4.350841
ZNF248	-4.351553
KIF7	-4.351669
TCTN1	-4.351755
TAS2R10	-4.3517857
BTN3A1	-4.351839
MAK16	-4.352075
PEMT	-4.353646
P2RX2	-4.353853
SVIP	-4.3547015
GANC	-4.354876
RBM34	-4.355063
MAGOH	-4.35619
NDUFAF3	-4.3565826
SEPSECS	-4.3571596
ARSA	-4.357571
GLRX2	-4.3585315
KLRC1	-4.358911
APIP	-4.3591123
STAMBPL1	-4.359175
BUD31	-4.3594565
HIF1AN	-4.3597264
NQO1	-4.360038
LYRM4	-4.360169
RNF181	-4.3604436
VPS33A	-4.360816
H3-5	-4.3610516
RAB22A	-4.3615775
NDUFA3	-4.3620815
FAH	-4.362143
AMPD3	-4.362463
ZNF740	-4.3625474
FOXE3	-4.362909
SYF2	-4.36332
IDH3A	-4.3635387
BLOC1S1	-4.36393
DUS4L	-4.3639326
CPB1	-4.36484
RAB40AL	-4.3651466
RAB9A	-4.3656735
TSFM	-4.3660607
CCNYL1	-4.367023
CCNDBP1	-4.367315
CLEC2A	-4.367373
AAR2	-4.3674026
RASL11A	-4.3675647
LY6K	-4.3685365
TUSC2	-4.3686857
LEMD2	-4.3691278
UBL3	-4.3693237
RPP14	-4.3694215
PCDH11X	-4.3703346
ZNF668	-4.3705482
PHKG2	-4.37098
ACAD8	-4.371073
GPR27	-4.3713
NSUN5	-4.3714547
ZFP90	-4.37162
TBCB	-4.371706
C7orf26	-4.37178
EMC8	-4.3719163
THOC7	-4.3724127
NUDT9	-4.3732753
STK36	-4.3738937
NAIP	-4.3743224
BUD23	-4.3747373
HAT1	-4.3751063
CTU2	-4.375162
MYL5	-4.3752866
SPPL2B	-4.376358
